年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
2010,Ｊ２,第１節第２日,03/07(日),15:03,鳥栖,1-1,札幌,ベアスタ,"8,971",スカパースカチャン／ｅ２スカチャン／ＮＨＫ佐賀
2010,Ｊ２,第１節第２日,03/07(日),15:05,熊本,1-1,千葉,熊本,"9,101",スカパースカチャン／ｅ２スカチャン／ＮＨＫ熊本
2010,Ｊ２,第１節第２日,03/07(日),16:03,横浜FC,2-0,北九州,ニッパ球,"4,506",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１節第２日,03/07(日),16:04,愛媛,0-1,岡山,ニンスタ,"4,863",スカパースカチャン／ｅ２スカチャン（録）／ＮＨＫ松山／ＮＨＫ岡山
2010,Ｊ１,第２節第１日,03/13(土),14:03,新潟,1-1,磐田,東北電ス,"28,423",スカパー・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／新潟総合テレビ
2010,Ｊ１,第２節第１日,03/13(土),14:04,清水,3-0,山形,アウスタ,"18,517",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＢＳ／テレビ静岡
2010,Ｊ１,第２節第１日,03/13(土),14:05,横浜FM,3-0,湘南,日産ス,"32,228",スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ
2010,Ｊ１,第２節第１日,03/13(土),16:04,名古屋,2-3,川崎Ｆ,豊田ス,"25,176",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＮＨＫ総合
2010,Ｊ１,第２節第１日,03/13(土),16:07,仙台,3-1,大宮,ユアスタ,"17,978",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ／ＮＨＫ仙台（東北ブロック）
2010,Ｊ２,第２節第１日,03/13(土),13:05,草津,0-1,愛媛,正田スタ,"4,812",スカパースカチャン／ｅ２スカチャン／群馬テレビ
2010,Ｊ２,第２節第１日,03/13(土),16:04,札幌,0-3,福岡,札幌ド,"21,071",スカパースカチャン／ｅ２スカチャン／ＮＨＫ札幌／ＮＨＫ福岡
2010,Ｊ２,第２節第１日,03/13(土),16:04,甲府,1-1,水戸,小瀬,"12,381",スカパースカチャン／ｅ２スカチャン／ＮＨＫ甲府／ＮＨＫ水戸＊
2010,Ｊ２,第２節第１日,03/13(土),16:04,岡山,0-1,横浜FC,カンスタ,"10,725",スカパースカチャン／ｅ２スカチャン（録）／ＮＨＫ岡山
2010,Ｊ１,第２節第２日,03/14(日),13:04,京都,1-1,鹿島,西京極,"15,222",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2010,Ｊ１,第２節第２日,03/14(日),14:02,浦和,1-0,Ｆ東京,埼玉,"50,096",スカパー・ｅ２（ＴＢＳチャンネル）／ＴＢＳ（単）
2010,Ｊ１,第２節第２日,03/14(日),16:04,神戸,1-2,広島,ホームズ,"9,133",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン
2010,Ｊ１,第２節第２日,03/14(日),16:06,Ｃ大阪,1-1,Ｇ大阪,長居,"37,860",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2010,Ｊ２,第２節第２日,03/14(日),13:03,栃木,0-0,柏,栃木グ,"6,216",スカパースカチャン／ｅ２スカチャン／とちぎテレビ（録）
2010,Ｊ２,第２節第２日,03/14(日),13:03,東京Ｖ,1-2,熊本,味スタ,"5,755",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第２節第２日,03/14(日),13:05,北九州,1-3,徳島,本城,"4,304",スカパースカチャン／ｅ２スカチャン／ＮＨＫ北九州／ＮＨＫ福岡
2010,Ｊ２,第２節第２日,03/14(日),14:04,大分,3-1,岐阜,大銀ド,"11,593",スカパースカチャン／ｅ２スカチャン／ＮＨＫ大分
2010,Ｊ２,第２節第２日,03/14(日),16:03,千葉,2-0,鳥栖,フクアリ,"12,437",スカパースカチャン／ｅ２スカチャン
2010,Ｊ１,第３節第１日,03/20(土),13:03,湘南,1-3,広島,平塚,"8,250",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2010,Ｊ１,第３節第１日,03/20(土),13:04,清水,1-0,神戸,アウスタ,"15,367",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／静岡放送
2010,Ｊ１,第３節第１日,03/20(土),13:04,京都,2-1,仙台,西京極,"8,177",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＫＢＳ京都（録）
2010,Ｊ１,第３節第１日,03/20(土),14:05,横浜FM,4-0,川崎Ｆ,日産ス,"35,870",スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ
2010,Ｊ１,第３節第１日,03/20(土),16:00,大宮,0-1,鹿島,ＮＡＣＫ,"11,116",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン
2010,Ｊ１,第３節第１日,03/20(土),16:03,Ｇ大阪,0-0,新潟,万博,"16,813",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2010,Ｊ１,第３節第１日,03/20(土),19:04,Ｆ東京,0-0,Ｃ大阪,味スタ,"20,143",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＢＳ／ＴＯＫＹＯ　ＭＸ（録）
2010,Ｊ２,第３節第１日,03/20(土),13:05,富山,1-3,大分,富山,"10,726",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第３節第１日,03/20(土),16:04,岐阜,0-1,甲府,長良川,"4,528",スカパースカチャン／ｅ２スカチャン
2010,Ｊ１,第３節第２日,03/21(日・祝),13:04,山形,1-1,浦和,ＮＤスタ,"19,021",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2010,Ｊ１,第３節第２日,03/21(日・祝),16:03,名古屋,2-0,磐田,瑞穂陸,"12,749",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ／名古屋テレビ（録）
2010,Ｊ２,第３節第２日,03/21(日・祝),13:03,栃木,0-1,札幌,栃木グ,"4,752",スカパースカチャン／ｅ２スカチャン／とちぎテレビ（録）
2010,Ｊ２,第３節第２日,03/21(日・祝),13:04,草津,0-3,横浜FC,正田スタ,"3,856",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第３節第２日,03/21(日・祝),13:04,柏,1-0,福岡,柏,"7,115",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第３節第２日,03/21(日・祝),13:04,徳島,3-1,千葉,鳴門大塚,"4,546",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第３節第２日,03/21(日・祝),16:01,北九州,1-0,東京Ｖ,本城,"3,205",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第３節第２日,03/21(日・祝),16:03,岡山,0-0,熊本,カンスタ,"6,513",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第３節第２日,03/21(日・祝),16:05,愛媛,0-0,水戸,ニンスタ,"3,743",スカパースカチャン／ｅ２スカチャン
2010,Ｊ１,第４節第１日,03/27(土),13:03,湘南,2-0,新潟,平塚,"10,220",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2010,Ｊ１,第４節第１日,03/27(土),13:04,川崎Ｆ,0-0,清水,等々力,"17,716",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＢＳ
2010,Ｊ１,第４節第１日,03/27(土),14:03,神戸,1-1,横浜FM,ホームズ,"15,442",スカパー・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
2010,Ｊ１,第４節第１日,03/27(土),14:05,鹿島,3-1,山形,カシマ,"22,089",スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ
2010,Ｊ１,第４節第１日,03/27(土),16:03,磐田,2-3,京都,ヤマハ,"7,258",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン
2010,Ｊ１,第４節第１日,03/27(土),16:04,Ｃ大阪,2-3,浦和,長居,"16,261",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2010,Ｊ２,第４節第１日,03/27(土),13:04,水戸,0-0,北九州,Ｋｓスタ,"1,803",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第４節第１日,03/27(土),16:03,熊本,1-0,岐阜,熊本,"4,714",スカパースカチャン／ｅ２スカチャン
2010,Ｊ１,第４節第２日,03/28(日),14:01,大宮,0-2,Ｆ東京,ＮＡＣＫ,"10,596",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2010,Ｊ１,第４節第２日,03/28(日),17:03,Ｇ大阪,2-2,仙台,万博,"17,216",スカパー・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
2010,Ｊ２,第４節第２日,03/28(日),13:03,札幌,2-0,岡山,札幌ド,"11,805",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第４節第２日,03/28(日),13:03,福岡,5-0,富山,レベスタ,"8,214",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第４節第２日,03/28(日),13:03,鳥栖,2-1,愛媛,ベアスタ,"5,664",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第４節第２日,03/28(日),13:03,大分,1-4,栃木,大銀ド,"10,287",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第４節第２日,03/28(日),16:03,千葉,2-1,草津,フクアリ,"10,068",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第４節第２日,03/28(日),16:03,東京Ｖ,0-2,柏,味スタ,"4,608",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第４節第２日,03/28(日),16:03,横浜FC,1-2,徳島,ニッパ球,"4,583",スカパースカチャン／ｅ２スカチャン
2010,ＹＮＣ 予選Ａグループ,第１節,03/31(水),19:00,Ｆ東京,2-2,名古屋,国立,"12,291",フジテレビＴＷＯ
2010,ＹＮＣ 予選Ａグループ,第１節,03/31(水),19:00,新潟,0-0,仙台,東北電ス,"16,234",
2010,ＹＮＣ 予選Ａグループ,第１節,03/31(水),19:01,京都,1-1,大宮,西京極,"6,041",
2010,ＹＮＣ 予選Ｂグループ,第１節,03/31(水),19:00,清水,2-0,湘南,アウスタ,"9,015",フジテレビＮＥＸＴ
2010,ＹＮＣ 予選Ｂグループ,第１節,03/31(水),19:30,浦和,1-1,磐田,埼玉,"22,836",
2010,ＹＮＣ 予選Ｂグループ,第１節,03/31(水),19:30,横浜FM,1-0,山形,ニッパ球,"8,593",
2010,Ｊ１,第５節第１日,04/03(土),13:04,Ｃ大阪,3-1,京都,長居,"8,926",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2010,Ｊ１,第５節第１日,04/03(土),15:05,横浜FM,1-2,清水,日産ス,"27,114",スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ
2010,Ｊ１,第５節第１日,04/03(土),15:05,新潟,0-0,大宮,東北電ス,"24,529",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／テレビ新潟
2010,Ｊ１,第５節第１日,04/03(土),16:04,山形,1-0,広島,ＮＤスタ,"7,019",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2010,Ｊ１,第５節第１日,04/03(土),16:04,名古屋,2-0,神戸,豊田ス,"17,776",スカパー・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／ＮＨＫ名古屋
2010,Ｊ１,第５節第１日,04/03(土),19:04,浦和,2-1,湘南,埼玉,"36,790",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＢＳ／テレ玉
2010,Ｊ２,第５節第１日,04/03(土),13:04,草津,1-2,熊本,正田スタ,"5,372",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第５節第１日,04/03(土),13:04,東京Ｖ,1-1,福岡,駒沢,"3,145",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第５節第１日,04/03(土),16:04,徳島,0-3,大分,鳴門大塚,"4,275",スカパースカチャン／ｅ２スカチャン
2010,Ｊ１,第５節第２日,04/04(日),13:04,仙台,2-1,鹿島,宮城ス,"23,214",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2010,Ｊ１,第５節第２日,04/04(日),14:03,磐田,4-3,Ｇ大阪,ヤマハ,"10,603",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／静岡放送
2010,Ｊ１,第５節第２日,04/04(日),16:03,川崎Ｆ,2-1,Ｆ東京,等々力,"22,199",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2010,Ｊ２,第５節第２日,04/04(日),13:03,岐阜,3-0,札幌,長良川,"5,133",スカパースカチャン／ｅ２スカチャン／ＮＨＫ岐阜
2010,Ｊ２,第５節第２日,04/04(日),13:04,甲府,0-2,鳥栖,小瀬,"11,510",スカパースカチャン／ｅ２スカチャン（録）／テレビ山梨
2010,Ｊ２,第５節第２日,04/04(日),15:04,北九州,0-3,千葉,本城,"5,746",スカパースカチャン／ｅ２スカチャン／ＢＳ／ＮＨＫ北九州
2010,Ｊ２,第５節第２日,04/04(日),16:04,柏,1-0,水戸,柏,"7,274",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第５節第２日,04/04(日),16:04,富山,2-1,横浜FC,富山,"5,646",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第５節第２日,04/04(日),17:33,岡山,1-2,栃木,カンスタ,"5,504",スカパースカチャン／ｅ２スカチャン
2010,Ｊ１,第６節第１日,04/10(土),13:03,湘南,0-0,磐田,平塚,"10,406",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン
2010,Ｊ１,第６節第１日,04/10(土),13:04,京都,0-2,名古屋,西京極,"10,094",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ／ＫＢＳ京都（録）
2010,Ｊ１,第６節第１日,04/10(土),14:03,広島,0-3,川崎Ｆ,広島ビ,"14,094",スカパー・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／ＮＨＫ広島
2010,Ｊ１,第６節第１日,04/10(土),14:05,大宮,1-3,Ｇ大阪,ＮＡＣＫ,"10,149",スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ
2010,Ｊ１,第６節第１日,04/10(土),16:03,横浜FM,0-0,Ｃ大阪,日産ス,"15,644",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン
2010,Ｊ１,第６節第１日,04/10(土),16:03,新潟,0-2,浦和,東北電ス,"32,485",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2010,Ｊ１,第６節第１日,04/10(土),19:04,Ｆ東京,1-1,鹿島,味スタ,"30,672",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＢＳ／ＴＯＫＹＯ　ＭＸ
